Sukunimi,Nimenhaltijoita yhteensä
Träskbäck,41
Tuohi,41
Tuohinto,41
Tuuliniemi,41
Tuurinkoski,41
Tuurna,41
Tyvi,41
Tähjä,41
Törni,41
Unelius,41
Vaali,41
Vahosalmi,41
Vainionperä,41
Valerius,41
Valmu,41
Walter,41
Wasiljeff,41
Venetvaara,41
Vesapuisto,41
Vesiluoma,41
Vianto,41
Vihanti,41
Vihtalahti,41
Virmalainen,41
Virnala,41
Virronen,41
Virsiheimo,41
Volkov,41
Vuong,41
Vuorensivu,41
Wärnman,41
Yli-Karhu,41
Yli-Mattila,41
Yli-Parkas,41
Åminne,41
Ahva,40
Aittolampi,40
Ala-Harja,40
Ala-Karvia,40
Alakylmänen,40
Alakylä,40
Alamettälä,40
Ala-Nikula,40
Alasirniö,40
Alftan,40
Almi,40
Aulamo,40
Barkar,40
Bernitz,40
Blad,40
Borman,40
Brooks,40
Brådd,40
Eevala,40
Eggert,40
Eironen,40
Elolampi,40
Eloniemi,40
Erho,40
Erkamo,40
Esberg,40
Evers,40
Fisher,40
Forsstén,40
Fransila,40
Fröjdman,40
Granbäck,40
Grundvall,40
Grünn,40
Haaman,40
Habib,40
Haimakka,40
Hakakoski,40
Hakkinen,40
Haljoki,40
Halmi,40
Hamm,40
Hampf,40
Handolin,40
Hannelin,40
Harell,40
Harju-Autti,40
Hartwall,40
Hartzell,40
Havila,40
Heinolainen,40
Helevirta,40
Helperi,40
Hendriksson,40
Hepolehto,40
Hetekorpi,40
Hikipää,40
Hilke,40
Hirsjärvi,40
Hollming,40
Hopeasaari,40
Hosiaisluoma,40
Huhtaviita,40
Huikku,40
Huitu,40
Hukki,40
Hussaini,40
Hyrsylä,40
Iirola,40
Ingerström,40
Iso-Heiko,40
Jakosuo,40
Jaskanen,40
Jatta,40
Jernmark,40
Jokirinta,40
Junka,40
Jyläskoski,40
Järlström,40
Järviluoto,40
Kaatranen,40
Kaihovirta,40
Kaislasuo,40
Kaketti,40
Kalanti,40
Kalsta,40
Kanula,40
Kartastenpää,40
Kassila,40
Katalkin,40
Kaukolinna,40
Kelavuori,40
Keltakangas,40
Keski-Heikkilä,40
Keskilammi,40
Keskimaunu,40
Keski-Oja,40
Keski-Säntti,40
Kianto,40
Kilkkilä,40
Knip,40
Knutas,40
Kollani,40
Konster,40
Kopakka,40
Kopio,40
Korkeavuori,40
Korppas,40
Kortekallio,40
Kortteisto,40
Koski-Tuuri,40
Kostama,40
Kotiluoto,40
Kouvala,40
Krans,40
Kuorttinen,40
Kurimo,40
Kuusalo,40
Kylävainio,40
Kyrönniemi,40
Kytövaara,40
Kääntee,40
Könkkölä,40
Laak,40
Lahenius,40
Lahola,40
Lehosmaa,40
Lehrbäck,40
Lehtikevari,40
Lehtokari,40
Lemiläinen,40
Leväsluoto,40
Lillkvist,40
Lill-Smeds,40
Lingman,40
Linnankoski,40
Linnapuomi,40
Lintuvuori,40
Lotti,40
Lumiainen,40
Läntelä,40
Löfhjelm,40
Löfholm,40
Lönnholm,40
Maanonen,40
Mankila,40
Mannerkorpi,40
Mannerström,40
Masar,40
Merivaara,40
Mesterton,40
Mokki,40
Montti,40
Muurikka,40
Myllyselkä,40
Myrskylä,40
Myrskyranta,40
Mäki-Jussila,40
Mäkimarttunen,40
Mäntsälä,40
Naalisvaara,40
Nakkila,40
Nerman,40
Nevasalmi,40
Niikkonen,40
Norontaus,40
Nurmikoski,40
O'Brien,40
Ohinmaa,40
Ohlis,40
Okkeri,40
Ollula,40
Olshin,40
Orko,40
Ounaslehto,40
Ouvinen,40
Pahankala,40
Palmgrén,40
Pelho,40
Perttuli,40
Petro,40
Peuramäki,40
Piekiäinen,40
Pihavaara,40
Piilikangas,40
Pikkumaa,40
Piminäinen,40
Pitkäniitty,40
Puirava,40
Putkivaara,40
Pykälä-Aho,40
Pynssi,40
Raesalmi,40
Rajaviita,40
Randen,40
Rannanheimo,40
Rannasmaa,40
Rassa,40
Reyes,40
Reynolds,40
Riionheimo,40
Rinta-Paavola,40
Rinta-Säntti,40
Riskula,40
Ristanen,40
Ritokoski,40
Runnakko,40
Ruokoranta,40
Rätti,40
Rögård,40
Saalamo,40
Sahindal,40
Salehi,40
Samppa,40
Sandkulla,40
Sarenius,40
Sarjala,40
Sato,40
Savikangas,40
Savuoja,40
Scheinin,40
Seitaniemi,40
Selén,40
Siikjärvi,40
Siistonen,40
Siloaho,40
Silvala,40
Siurola,40
Sjökvist,40
Solomon,40
Sonkki,40
Sulkumäki,40
Suur-Hamari,40
Suvilampi,40
Syväsalmi,40
Sågbom,40
Särkilampi,40
Särkkinen,40
Sääksmäki,40
Takila,40
Talas,40
Tappola,40
Tenhula,40
Tervapuro,40
Timosaari,40
Tinell,40
Torkell,40
Tsurkka,40
Tulisalmi,40
Tuohenmaa,40
Tursas,40
Työlahti,40
Ullakonoja,40
Urpi,40
Usenius,40
Uusisalmi,40
Uusisalo,40
Vaenerberg,40
Vahos,40
Vainio-Mattila,40
Valenius,40
Vanhakylä,40
Vantola,40
Varajärvi,40
Varin,40
Vehma,40
Vehmaskangas,40
Vene,40
Veromaa,40
Vessonen,40
Vestu,40
Viitalahti,40
Wikar,40
Vitikkala,40
von Frenckell,40
Vuorento,40
Välkkynen,40
Västinen,40
Yasin,40
Yli-Kyyny,40
Yli-Savola,40
Åkesson,40
Äijäläinen,40
Aholin,39
Ahopalo,39
Ailus,39
Ala-Keturi,39
Alakuijala,39
Ala-Tuuhonen,39
Alaviippola,39
Antinniemi,39
Antosalo,39
Apuli,39
Asujamaa,39
Aurén,39
Bjolin,39
Björkvik,39
Blankenstein,39
Boxberg,39
Burton,39
Busi,39
Carlström,39
Coleman,39
Cox,39
Creutz,39
Davidson,39
Dibrani,39
Djupsund,39
Doroci,39
Drufva,39
Ellenberg,39
Elovainio,39
Erving,39
Etu-Seppälä,39
Finnström,39
Fälden,39
George,39
Glan,39
Gomez,39
Gottschalk,39
Graeffe,39
Greijus,39
Gromoff,39
Haapsalo,39
Hahn,39
Hangaslammi,39
Haraholma,39
Harmaa,39
Havurinne,39
Hellevuo,39
Hellstrand,39
Helstelä,39
Hertsi,39
Hevonkorpi,39
Hirva,39
Hirvo,39
Hollmérus,39
Honkakorpi,39
Hovikorpi,39
Huukkala,39
Ilvesaho,39
Ilvesviita,39
Itälinna,39
Jakunaho,39
Jalasto,39
Jehkinen,39
Jompero,39
Joseph,39
Joutsijoki,39
Kakkori,39
Kalkela,39
Kangasmetsä,39
Kankimäki,39
Kantalainen,39
Karesto,39
Kassem,39
Kaukomaa,39
Kauvo,39
Kecklund,39
Ketko,39
Kiivanen,39
Kivisoja,39
Kokemäki,39
Kokljuschkin,39
Konstari,39
Korjansalo,39
Kormilainen,39
Koskenlahti,39
Kotikoski,39
Kotokorpi,39
Krankka,39
Kuhlefelt,39
Kulokorpi,39
Kunnasmäki,39
Kuokkala,39
Kuopus,39
Kuri,39
Kurkola,39
Kurtto,39
Kuusenoja,39
Kuuttila,39
Laaka,39
Lahokoski,39
Landgren,39
Latvateikari,39
Latvio,39
Lautamaja,39
Lauttajärvi,39
Leppäjoki,39
Leväjärvi,39
Lieska,39
Lietonen,39
Lillhonga,39
Linja-aho,39
Linnas,39
Liukkala,39
Lohjala,39
Louhe,39
Louhikoski,39
Lounasvuori,39
Lundkvist,39
Luotio,39
Mahla,39
Majasalmi,39
Martins,39
Matturi,39
Miekkavaara,39
Mosorin,39
Multasniemi,39
Myllyntausta,39
Mäki-Arvela,39
Mäki-Jaakkola,39
Mäki-Rajala,39
Mäki-Tanila,39
Märkjärvi,39
Nepponen,39
Nuorti,39
Nuppunen,39
Nykter,39
Olkoniemi,39
Oravamäki,39
Paalavuo,39
Paatelma,39
Pajukko,39
Palho,39
Palsinajärvi,39
Papula,39
Paulanto,39
Perheentupa,39
Perkkola,39
Perttilahti,39
Peräjoki,39
Peräntie,39
Pihlapuro,39
Pirkkalaniemi,39
Powell,39
Pränni,39
Pulkamo,39
Pursimo,39
Pänttönen,39
Pärhä,39
Railamaa,39
Ramstadius,39
Rannanmäki,39
Rantahakala,39
Rehell,39
Reinhardt,39
Retva,39
Riiski,39
Rinta-Möykky,39
Routa,39
Routama,39
Rukajärvi,39
Ryttyläinen,39
Ryöti,39
Saarijoki,39
Sallanne,39
Salopää,39
Sankelo,39
Santaluoto,39
Sarpo,39
Satto,39
Saurama,39
Scheiman,39
Sebbas,39
Seikkala,39
Selroos,39
Semeri,39
Sieppo,39
Sievi-Korte,39
Sigvart,39
Sinettä,39
Sjölander,39
Skjäl,39
Skrabb,39
Soittila,39
Sokolova,39
Soltin,39
Stade,39
Ståhls,39
Suittio,39
Suvivuo,39
Sydänoja,39
Sysi-Aho,39
Säisänen,39
Taisto,39
Takkala,39
Takoja,39
Tammenpää,39
Tammikivi,39
Tammiranta,39
Tan,39
Tappura,39
Tarkanmäki,39
Terä,39
Tevaniemi,39
Tirinen,39
Toikko,39
Toitturi,39
Tsupukka,39
Tuliainen,39
Tulilahti,39
Tunnela,39
Turve,39
Töysä,39
Urkko,39
Vahtikari,39
Vainila,39
Valtakari,39
Valtiala,39
Varttila,39
Vaskin,39
Vaskuri,39
Webb,39
Veneskoski,39
Westerbacka,39
Wihinen,39
Wihuri,39
Viikeri,39
Wiljanen,39
Votkin,39
Vähäjärvi,39
Ylijoutsijärvi,39
Yli-Piipari,39
Yousif,39
Åback,39
Adhikari,38
af Heurlin,38
Ahjolinna,38
Airiainen,38
Alaharju,38
Ala-Kojola,38
Alakontiola,38
Ala-Kurikka,38
Alaperä,38
Alasmaa,38
Alaviiri,38
Ali-Rantala,38
Ampiala,38
Andreev,38
Annaniemi,38
Anolin,38
Appelroth,38
Armila,38
Arosarka,38
Aumo,38
Auramaa,38
Auravuo,38
Bajrami,38
Bark,38
Bergmann,38
Berry,38
Chu,38
Chung,38
Cleve,38
Damskägg,38
Daniel,38
Djupsjö,38
Donning,38
Ehnström,38
Emmes,38
Erdogan,38
Erholm,38
Erwe,38
Etholen,38
Fernandez,38
Fogelström,38
Francis,38
Franklin,38
Genberg,38
Grundsten,38
Gåsman,38
Haapola,38
Hallama,38
Hauta-Heikkilä,38
Hauvala,38
Havakka,38
Heib,38
Helimo,38
Helli,38
Hemanus,38
Hiirola,38
Hintze,38
Hjulgren,38
Hovilehto,38
Huikkola,38
Hyrkkö,38
Hämelahti,38
Hännikkälä,38
Härtull,38
Hömmö,38
Höylänen,38
Ikkelä,38
Isoketo,38
Isännäinen,38
Jokelin,38
Jokipolvi,38
Jortama,38
Junkkonen,38
Juvenius,38
Kaapeli,38
Kaarninen,38
Kaarteenaho,38
Kailanto,38
Kaivorinne,38
Kanasuo,38
Karpiola,38
Karppa,38
Karstu,38
Karttinen,38
Kaskimies,38
Kaslin,38
Kastepohja,38
Kaupinsalo,38
Kavilo,38
Kennedy,38
Keskimaula,38
Kirpu,38
Kirvesmies,38
Kivipensas,38
Knutars,38
Kohtakangas,38
Korniloff,38
Korsi,38
Kortteus,38
Kotilahti,38
Kramer,38
Krautsuk,38
Kronkvist,38
Kronvall,38
Kuja-Kanto,38
Kujasalo,38
Kulluvaara,38
Kumanto,38
Kunnaspuro,38
Kurkisuo,38
Kuskelin,38
Kuussalo,38
Kuuttinen,38
Käldman,38
Känä,38
Köninki,38
Laava,38
Lagerbom,38
Lahin,38
Lahtimaa,38
Laimi,38
Lambacka,38
Lantiainen,38
Lapinkoski,38
Latvamäki,38
Latva-Rasku,38
Lautjärvi,38
Leijo,38
Lerbacka,38
Liljaniemi,38
Linderborg,38
Lineri,38
Lohikainen,38
Lohiranta,38
Lovikka,38
Lummaa,38
Lylander,38
Långnabba,38
Lähdemaa,38
Läylönen,38
Maalismaa,38
Mahlavuori,38
Majlander,38
Makslahti,38
Matalalampi,38
Matihaldi,38
Metsänperä,38
Michel,38
Månsson,38
Mäittälä,38
Mäki-Haapoja,38
Mäki-Heikkilä,38
Mäki-Kerttula,38
Mäki-Petäys,38
Mätinki,38
Naapanki,38
Neumann,38
Nevalampi,38
Nikali,38
Nivus,38
Nässling,38
Ojavuo,38
Olsoni,38
Onjukka,38
Orispää,38
Osma,38
Ounila,38
Paajala,38
Paavisto,38
Paavoseppä,38
Pajusuo,38
Palohuhta,38
Paltemaa,38
Pelgonen,38
Perus,38
Petjala,38
Pietarsaari,38
Pironetti,38
Piskunen,38
Plyhm,38
Pohtinen,38
Puljula,38
Puomila,38
Pötsönen,38
Raanoja,38
Rajapuro,38
Ramm-Schmidt,38
Rana,38
Rantatupa,38
Rapi,38
Rassi,38
Ratavaara,38
Ratsula,38
Raudanpää,38
Rautevaara,38
Rautomäki,38
Raveala,38
Reilimo,38
Rinta-Kahila,38
Rintakorpi,38
Ristioja,38
Romano,38
Ruokomäki,38
Rustholkarhu,38
Ruusela,38
Ryösö,38
Råtts,38
Saarnilehto,38
Salem,38
Salonurmi,38
Saltbacka,38
Sandler,38
Sarsila,38
Segerström,38
Seikku,38
Setänen,38
Sietiö,38
Siikaniemi,38
Siikaoja,38
Siipilehto,38
Sirkeinen,38
Sirpoma,38
Soidinmäki,38
Soiniitty,38
Somersalo,38
Sommardahl,38
Sonkkila,38
Soukainen,38
Souru,38
Stara,38
Stockus,38
Storhammar,38
Strandvik,38
Suonsaari,38
Suosaari,38
Syvälähde,38
Talvenheimo,38
Talvia,38
Tammiruusu,38
Taurula,38
Teinonen,38
Teiskonen,38
Teurajärvi,38
Titov,38
Tobiasson,38
Toivomäki,38
Tolpanniemi,38
Tosun,38
Tulinen,38
Tuomolin,38
Tuompo,38
Tuosa,38
Ulmonen,38
Urpola,38
Urvas,38
Vaahtio,38
Vaajoensuu,38
Vaarapuro,38
Valkeakari,38
Valla,38
Valvio,38
Vana,38
Varjotie,38
Varma,38
Waxlax,38
Vehkaluoto,38
Vehkasaari,38
Veid,38
Vekkilä,38
Ventoniemi,38
Veseli,38
Vihanne,38
Viljava,38
Villamo,38
Virala,38
Virtaharju,38
Vola,38
Ylen,38
Yli-Heikkuri,38
Yli-Kauppila,38
Ylilauri,38
Yli-Panula,38
Yliräisänen,38
Yli-Tainio,38
Ylivakeri,38
Yli-Valkama,38
Yli-Yrjänäinen,38
Ylävaara,38
Aapalahti,37
Aarniovuori,37
Aarrekorpi,37
Aatamila,37
Abdillahi,37
Ahonala,37
Airos,37
Akkala,37
Ala-Könni,37
Ala-Rantala,37
Ala-Välkkilä,37
Alvinen,37
Antus,37
Arasalo,37
Arkivuo,37
Arkkola,37
Auervuolle,37
Bifeldt,37
Björkberg,37
Blixt,37
Bodman,37
Broas,37
Båga,37
Cajander,37
Candelin,37
Candolin,37
Dahlbäck,37
Dahlskog,37
Deng,37
Ellis,37
Engstrand,37
Erma,37
Eräpuro,37
Filén,37
Finholm,37
Freudenthal,37
Gulin,37
Guseff,37
Haaramäki,37
Haasiosalo,37
Hakosalo,37
Hallanoro,37
Hallén,37
Halm,37
Haloila,37
Hangas,37
Hankamäki,37
Harilo,37
Harju-Ontto,37
Haukimäki,37
Haukkasalo,37
Hautojärvi,37
Helasterä,37
Heliniemi,37
Heljo,37
Hellinen,37
Helskyaho,37
Herkman,37
Hetemäki,37
Hietapelto,37
Hintikainen,37
Hintta,37
Hippula,37
Hohkuri,37
Honkalinna,37
Hovatta,37
Hovinmäki,37
Huhmarsalo,37
Hujakka,37
Huumarsalo,37
Häli,37
Isrikki,37
Itäaho,37
Jalamo,37
Jankkari,37
Joenväärä,37
Juolahti,37
Jurkkola,37
Jurttila,37
Juvala,37
Jyrkkärinne,37
Jyrkänne,37
Järvi-Laturi,37
Kairus,37
Kaituri,37
Kajosmäki,37
Kalajanniska,37
Kallionalusta,37
Kamppikoski,37
Kannela,37
Karikumpu,37
Kastrati,37
Kaukojärvi,37
Kekälinen,37
Keski-Koukkari,37
Keskivinkka,37
Kestikievari,37
Keto-oja,37
Keva,37
Kiehelä,37
Kilpijoki,37
Klippi,37
Kodisoja,37
Kohtaniemi,37
Korbelainen,37
Kork,37
Korkiatupa,37
Koroma,37
Korpiniitty,37
Korppoo,37
Korvenmaa,37
Koskenlaine,37
Kotkas,37
Kotoneva,37
Koutuaniemi,37
Kovaljeff,37
Kukkasmäki,37
Kulmunki,37
Kulovesi,37
Kuotola,37
Kuupakko,37
Käenmäki,37
Kälviä,37
Kärr,37
Laaksi,37
Lahdenne,37
Lahnajärvi,37
Larkiala,37
Larkio,37
Latja,37
Latola,37
Latva-Koivisto,37
Latva-Käyrä,37
Latva-Äijö,37
Leistén,37
Leiwo,37
Leksis,37
Lentonen,37
Leppo,37
Lieskivi,37
Lietsala,37
Liimu,37
Linnasaari,37
Lintulaakso,37
Liuhala,37
Lohisto,37
Louhula,37
Luhtamaa,37
Lumikko,37
Luosa,37
Lyyluoma,37
Lähteenaro,37
Lällä,37
Maaniittu,37
Maine,37
Marjola,37
Matara-aho,37
Maury,37
Melleri,37
Meltaus,37
Mennala,37
Merenmies,37
Merviö,37
Metsäkangas,37
Metsäkoivu,37
Mäkihonko,37
Mäki-Kala,37
Mäkiluoma,37
Mäkipernaa,37
Mätäsniemi,37
Napola,37
Nekkonen,37
Niinioja,37
Niittumaa,37
Nilsén,37
Nisunen,37
Norta,37
Näslund,37
Nätkinniemi,37
Oslanus,37
Paalimäki,37
Paasilinna,37
Paattilammi,37
Pajusalo,37
Paksu,37
Palletvuori,37
Paltamaa,37
Palva-aho,37
Peltotalo,37
Pendolin,37
Perenius,37
Perhomaa,37
Perävainio,37
Petälä,37
Peuraharju,37
Pfister,37
Pieti,37
Pikki,37
Pikkupirtti,37
Pilviö,37
Pitkäkari,37
Pohjanrinne,37
Poittinen,37
Polvilampi,37
Puhtimäki,37
Pulkkila,37
Pälvilä,37
Pärus,37
Päärnilä,37
Ragnell,37
Ranta-Korpi,37
Rantapaju,37
Rantasuomela,37
Rauhalammi,37
Rautaheimo,37
Rehtonen,37
Reid,37
Rezaei,37
Richardson,37
Riihikallio,37
Riiho,37
Rikula,37
Rimpineva,37
Ritvos,37
Rohunen,37
Rönö,37
Saarti,37
Sabell,37
Sairinen,37
Sammal,37
Sanden,37
Saranko,37
Sarkaranta,37
Sarvilinna,37
Sauri,37
Schukov,37
Segerstam,37
Selimi,37
Selänniemi,37
Siidorov,37
Silvenius,37
Sippula,37
Sisto,37
Sjelvgren,37
Spencer,37
Spolander,37
Staaf,37
Staf,37
Stenborg,37
Suikkonen,37
Sulkula,37
Suonnansalo,37
Suvisuo,37
Sylvander,37
Syring,37
Taitonen,37
Taival,37
Takapuro,37
Tammenmaa,37
Tarhala,37
Tarpio,37
Teerikorpi,37
Tentke,37
Tervaoja,37
Tiensivu,37
Tikko,37
Tukala,37
Tuohisaari,37
Tyynysniemi,37
Unger,37
Uusikoski,37
Uusi-Kyyny,37
Uusi-Äijö,37
Vaitti,37
Varga,37
Varo,37
Varttinen,37
Vehkonen,37
Venesmäki,37
Ventus,37
Ventä,37
Vesaluoma,37
Vesamo,37
Vesikukka,37
Veteläsuo,37
Viding,37
Williamson,37
Virkanen,37
Vistiaho,37
von Behr,37
Vossi,37
Vuolas,37
Vuorre,37
Wägg,37
Vähä-Touru,37
Vääri,37
Ylevä,37
Yli-Knuuttila,37
Ylä-Anttila,37
Ågrén,37
Aaltovirta,36
Aarresuo,36
Ahosilta,36
Ahovalli,36
Alakarjula,36
Alanampa,36
Alarautalahti,36
Alaräisänen,36
Alizada,36
Alkki,36
Altug,36
Arhipoff,36
Arino,36
Aropaltio,36
Aspvik,36
Aunala,36
Bast,36
Bertling,36
Bogdanova,36
Clayhills,36
Dean,36
Degert,36
Dunn,36
Eerolainen,36
Ekorre,36
Elola,36
En,36
Erjala,36
Erlandsson,36
Ervamaa,36
Esterinen,36
Euro,36
Excell,36
Fali,36
Feiring,36
Ferreira,36
Flankkila,36
Formulahti,36
Forth,36
Foster,36
Frolov,36
Fröman,36
Fältmarsch,36
Färkkilä,36
Gallén,36
Geitel,36
Geust,36
Gibson,36
Goldberg,36
Haaksi,36
Hagen,36
Hakala-Rahko,36
Hakasuo,36
Halmet,36
Hankela,36
Harjulahti,36
Helpiö,36
Hero,36
Hertz,36
Hidén,36
Hiedanpää,36
Hiippala,36
Hiitti,36
Honkarinta,36
Honkavuo,36
Hoti,36
Huhtela,36
Huomanen,36
Hurtola,36
Hyssy,36
Härme,36
Irvankoski,36
Isakas,36
Iso-Herttua,36
Isosävi,36
Itäsalo,36
Itävuori,36
Jahkonen,36
Jakovlev,36
Jalkala,36
Jatala,36
Joela,36
Joenniemi,36
Jokimaa,36
Joukosalmi,36
Junkkala,36
Junttonen,36
Jørgensen,36
Kaakkolahti,36
Kaanaa,36
Kaarnakoski,36
Kahanpää,36
Kaijanmäki,36
Kaislaniemi,36
Kaleton,36
Kallioaho,36
Kalliosalmi,36
Kamutta,36
Kankaanmäki,36
Kankuri,36
Karlund,36
Kartela,36
Katter,36
Katto,36
Keikkala,36
Kekomäki,36
Kess,36
Kiira,36
Kilpua,36
Klem,36
Koivuvaara,36
Kolppo,36
Kommonen,36
Komssi,36
Konki,36
Konradsdal,36
Kopu,36
Korpioja,36
Kortehisto,36
Kotinurmi,36
Kronlöf,36
Kunto,36
Kurikka-aho,36
Kuusiluoto,36
Käcko,36
Laeslehto,36
Laivola,36
Laivoranta,36
Lamminheimo,36
Lasén,36
Lassuri,36
Lastula,36
Lavaste,36
Lehtikallio,36
Lehtojärvi,36
Lempa,36
Leporanta,36
Leppäsalko,36
Levanen,36
Liakka,36
Lielahti,36
Lihr,36
Liikaluoma,36
Lillas,36
Lindi,36
Linnaranta,36
Linnovaara,36
Linqvist,36
Listenmaa,36
Logje,36
Lohtari,36
Lundstedt,36
Lundvall,36
Luntta,36
Luotamo,36
Lähdetmäki,36
Lännistö,36
Maantila,36
Mansala,36
Marski,36
Matinheikki,36
Merelä,36
Mickels,36
Miilunpohja,36
Milan,36
Moser,36
Mussaari,36
Mustelin,36
Mäenrinta,36
Mäki-Kihniä,36
Mäkipere,36
Nastolin,36
Nohkola,36
Noki,36
Nokua,36
Norkko,36
Näpärä,36
Oksi,36
Onali,36
Ouramo,36
Palanen,36
Palmer,36
Palolampi,36
Pamilo,36
Panula-Ontto,36
Parmonen,36
Pelkola,36
Peltotupa,36
Penkkala,36
Perheenmies,36
Perovuo,36
Pihlavisto,36
Piirinen,36
Pikivirta,36
Plukka,36
Pohjamies,36
Pomoell,36
Porter,36
Potrykus,36
Poulsen,36
Punkanen,36
Puujalka,36
Pänkälä,36
Rahola,36
Rapa,36
Rasimäki,36
Rautomaa,36
Rautvuori,36
Ravald,36
Reenpää,36
Reuhkala,36
Rieppola,36
Riitala,36
Rinta-Opas,36
Rintasalo,36
Risulainen,36
Romero,36
Rope,36
Ruohoaho,36
Ruoste,36
Rönning,36
Saarenvirta,36
Saarikorpi,36
Saarivaara,36
Sahonen,36
Saimanen,36
Sarantila,36
Saresma,36
Sartolahti,36
Saukoniemi,36
Sevenius,36
Sievi,36
Siivinen,36
Sillberg,36
Silva,36
Sinikumpu,36
Skinnars,36
Soinoja,36
Solkio,36
Sorjanen,36
Sorsimo,36
Stening,36
Sulkama,36
Suokonautio,36
Suorauha,36
Suutari-Jääskö,36
Sviberg,36
Sävilahti,36
Säämäki,36
Söyring,36
Tanskala,36
Tarén,36
Teno,36
Tervalammi,36
Teräntö,36
Tihtonen,36
Tiilola,36
Tohola,36
Tollet,36
Torres,36
Tukki,36
Tukkiniemi,36
Tupakka,36
Turvanen,36
Türkmen,36
Töppärä,36
Uimarihuhta,36
Uppala,36
Uskelin,36
Uuppo,36
Uusi-Rajasalo,36
Vaho,36
Valden,36
Walin,36
Valkeeniemi,36
Vanha-Viitakoski,36
Varhimo,36
Warma,36
Varpainen,36
Varsaluoma,36
Vehkoja,36
Velhonoja,36
Wernér,36
Veräväinen,36
Vesaaja,36
Vesto,36
Vickström,36
Widlund,36
Vihtkari,36
Wikstrand,36
Viljamäki,36
Willamo,36
Voho,36
von Bagh,36
Vulkko,36
Vuorenvirta,36
Vuosku,36
Vång,36
Väinä,36
Välilehto,36
Yliheikkilä,36
Yli-Hirvelä,36
Ylijukuri,36
Yli-Kerttula,36
Yli-Kärkelä,36
Yli-Luukko,36
Ylinärä,36
Åhlman,36
Ämmänkoski,36
Änkö,36
Aapola,35
Aarnos,35
Ahotupa,35
Ahtialansaari,35
Ainamo,35
Ainiala,35
Airinen,35
Ajakainen,35
Al Take,35
Alakorpi,35
Ala-Kulju,35
Alakörkkö,35
Ala-Mononen,35
Alijoki,35
al-Khafaji,35
Al-Obaidi,35
Amberla,35
Andlin,35
Angervuori,35
Apponen,35
Ariluoma,35
Arlin,35
Armanto,35
Arohonka,35
Aronpuro,35
Aropelto,35
Arousva,35
Artama,35
Attenberg,35
Baer,35
Baranov,35
Barry,35
Behrami,35
Biese,35
Björkas,35
Bondén,35
Boren,35
Brandes,35
Brilli,35
Brunner,35
Bärdén,35
Doyle,35
Duale,35
Ehtamo,35
Enwald,35
Erikoinen,35
Eränkö,35
Eteläperä,35
Fedorov,35
Fennander,35
Frantzi,35
Frigren,35
Gebhard,35
Grant,35
Gustavson,35
Halimi,35
Hangasmäki,35
Hanhijoki,35
Harjuautti,35
Harmokivi,35
Harno,35
Hastell,35
Heickell,35
Heilimä,35
Heinrich,35
Heng,35
Henricson,35
Hietakari,35
Hietanoro,35
Hiisilä,35
Hjulberg,35
Holanti,35
Holvitie,35
Huitsi,35
Huopio,35
Husman,35
Huttu-Hiltunen,35
Härus,35
Ilmivalta,35
Imppu,35
Innanmaa,35
Isokytö,35
Iso-Oja,35
Janakka,35
Jernfors,35
Joki-Hollanti,35
Jänikselä,35
Kadir,35
Kaidesoja,35
Kaimio,35
Kajova,35
Kalliolepo,35
Kaltiaisenaho,35
Kanervamäki,35
Kangasjärvelä,35
Kaprio,35
Karanka,35
Karine,35
Karlenius,35
Karuaho,35
Karvola,35
Kaskia,35
Kaukokari,35
Kauro,35
Kelin,35
Kerimaa,35
Kerttunen,35
Keski-Korsu,35
Keski-Nikkola,35
Keski-Pukkila,35
Klankki,35
Klar,35
Klimoff,35
Klåvus,35
Knifsund,35
Knight,35
Kolkkala,35
Konsin,35
Korpiola,35
Kotamies,35
Kovalev,35
Kraama,35
Kraus,35
Kristén,35
Kristensen,35
Kukkumäki,35
Kuniala,35
Kuotesaho,35
Kupsa,35
Kurjanen,35
Kurjenniemi,35
Kuusiniva,35
Kämä,35
Laaksola,35
Lahtiluoma,35
Lainkari,35
Laino,35
Laivuori,35
Lampsijärvi,35
Lana,35
Larvanto,35
Latva-aho,35
Latvanlehto,35
Leed,35
Lehdonkivi,35
Leipijärvi,35
Leiramo,35
Lerstrand,35
Lifflander,35
Lilli,35
Lindholm-Ventola,35
Lindquist,35
Linninen,35
Linnus,35
Lintupuro,35
Lisma,35
Louet,35
Loukiala,35
Lucas,35
Luodemaa,35
Luotsinen,35
Lyly-Yrjänäinen,35
Lystilä,35
Löfstedt,35
Maansalo,35
Maier,35
Majlund,35
Malvisalo,35
Mannismäki,35
Manunen,35
Maristo,35
Mensio,35
Mitro,35
Muhamed,35
Muroke,35
Mustikkaniemi,35
Mutenia,35
Myllykorpi,35
Mäki-Hakola,35
Mäkikallio,35
Mäkikokko,35
Mäki-Korvela,35
Mäki-Soini,35
Mäkitie,35
Mäki-Torkko,35
Mäki-Välkkilä,35
Mäntykorpi,35
Naarala,35
Nehvonen,35
Nickström,35
Niemimuukko,35
Nikmo,35
Nikoskelainen,35
Nivamo,35
Noso,35
Nummikari,35
Nybo,35
Näsälä,35
Ohraluoma,35
Oja-Lipasti,35
Orimus,35
Orlova,35
Ormio,35
Orrainen,35
Oura,35
Paakkulainen,35
Pahkajärvi,35
Pamppunen,35
Pan,35
Pantsari,35
Paranko,35
